treatment,trial,arm,advice,genuine,headline,original,expert_id,sentiment,expert:ethnicity,expert:sex,expert:age,outcome:white,outcome:black,outcome:male,outcome:female,outcome:young,outcome:old,trial_time
4,7,2,0.5,1,U.S. Satisfaction Higher among Blacks Than Whites,U.S. Satisfaction Higher among Blacks Than Whites,6sivwo5h,1,Black,Male,21,-1,1,0,0,0,0,0.2718777023255825
4,7,2,0.25,1,U.S. Satisfaction Higher among Blacks Than Whites,U.S. Satisfaction Higher among Blacks Than Whites,3e2lt8ym,1,White,Female,23,-1,1,0,0,0,0,0.6905238442122936
4,7,2,0.5,1,U.S. Satisfaction Higher among Blacks Than Whites,U.S. Satisfaction Higher among Blacks Than Whites,wj65q2pv,1,Asian,Male,20,-1,1,0,0,0,0,0.448314119130373
4,7,2,0.25,1,U.S. Satisfaction Higher among Blacks Than Whites,U.S. Satisfaction Higher among Blacks Than Whites,jv2okvc4,1,Asian,Female,22,-1,1,0,0,0,0,0.4001372344791889
4,7,2,0.5,1,U.S. Satisfaction Higher among Blacks Than Whites,U.S. Satisfaction Higher among Blacks Than Whites,ffzq4v51,1,White,Female,46,-1,1,0,0,0,0,0.3883642740547657
4,7,2,0.5,1,U.S. Satisfaction Higher among Blacks Than Whites,U.S. Satisfaction Higher among Blacks Than Whites,g9crh4nf,1,White,Male,29,-1,1,0,0,0,0,0.5425450168550014
4,7,2,0.25,1,U.S. Satisfaction Higher among Blacks Than Whites,U.S. Satisfaction Higher among Blacks Than Whites,inbcatjp,1,White,Female,72,-1,1,0,0,0,0,0.4245217889547348
4,7,2,0.25,1,U.S. Satisfaction Higher among Blacks Than Whites,U.S. Satisfaction Higher among Blacks Than Whites,pdwi9hqm,1,White,Female,23,-1,1,0,0,0,0,0.2370829470455646
1,15,2,0.75,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,l7c61gbd,1,White,Female,91,1,-1,0,0,0,0,0.3090563416481018
1,15,2,0.5,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,oumuuy8i,1,White,Male,37,1,-1,0,0,0,0,0.2160859629511833
1,15,2,0.5,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,r39qp053,1,White,Male,21,1,-1,0,0,0,0,0.084457978606224
1,15,2,1.0,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,2434ja5e,1,Mixed,Female,29,1,-1,0,0,0,0,0.4010944589972496
1,15,2,0.75,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,of5a2tqm,1,White,Male,36,1,-1,0,0,0,0,0.1414166502654552
1,15,2,0.75,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,htn0s3xf,1,White,Female,53,1,-1,0,0,0,0,0.2754561156034469
1,15,2,1.0,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,h049a1kd,1,White,Male,24,1,-1,0,0,0,0,0.1455510444939136
1,15,2,1.0,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,o9cdy797,1,White,Female,58,1,-1,0,0,0,0,0.4001786038279533
1,15,2,1.0,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,qdq2ec3l,1,Asian,Female,38,1,-1,0,0,0,0,0.3075976520776748
1,15,2,1.0,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,6ousqn7b,1,Other,Male,26,1,-1,0,0,0,0,0.1884447671473026
1,15,2,1.0,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,bavpyj0a,1,White,Male,35,1,-1,0,0,0,0,0.4727220460772514
1,15,2,0.5,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,uh6jpv9z,1,White,Female,54,1,-1,0,0,0,0,0.2364030480384826
1,15,2,0.5,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,9q8k04qe,1,White,Male,43,1,-1,0,0,0,0,0.1981189623475074
1,15,2,0.25,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,sk1axweq,1,Asian,Male,25,1,-1,0,0,0,0,0.2421462200582027
1,15,2,0.5,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,l40c4wxu,1,White,Female,62,1,-1,0,0,0,0,0.2250575087964534
1,15,2,1.0,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,ezh6h6wb,1,White,Male,32,1,-1,0,0,0,0,0.1278606839478016
1,15,2,0.5,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,on7hgqjm,1,Other,Male,35,1,-1,0,0,0,0,0.1479904577136039
1,15,2,0.25,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,hpztib4b,1,White,Male,25,1,-1,0,0,0,0,0.1442202366888523
1,15,2,0.75,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,b1qu6eiv,1,White,Female,22,1,-1,0,0,0,0,0.2847285009920597
1,15,2,0.75,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,psnnm992,1,White,Male,31,1,-1,0,0,0,0,0.3978215493261814
1,15,2,0.75,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,z3uutooa,1,White,Female,40,1,-1,0,0,0,0,0.2139452882111072
1,15,2,0.25,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,04xhnl7a,1,Black,Female,22,1,-1,0,0,0,0,0.2776804454624653
1,15,2,0.5,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,4631zim9,1,White,Female,36,1,-1,0,0,0,0,0.2738579958677292
1,15,2,0.5,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,1li4qmvq,1,White,Male,61,1,-1,0,0,0,0,0.2144353240728378
1,15,2,0.75,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,80oqylr8,1,White,Male,21,1,-1,0,0,0,0,0.1769437231123447
1,15,2,0.5,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,2lkhsagd,1,White,Female,24,1,-1,0,0,0,0,0.3723061755299568
1,15,2,0.75,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,u0wyws1b,1,White,Female,20,1,-1,0,0,0,0,0.2232266776263713
1,15,2,1.0,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,mayj1jt1,1,Mixed,Female,31,1,-1,0,0,0,0,0.2241241782903671
1,15,2,0.75,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,ebziw8rf,1,White,Male,30,1,-1,0,0,0,0,0.2331118136644363
1,15,2,0.0,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,po5v3tra,1,White,Male,62,1,-1,0,0,0,0,0.3570456616580486
1,15,2,0.0,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,n7al5f25,1,Asian,Male,21,1,-1,0,0,0,0,0.1764088757336139
1,15,2,0.5,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,taarmf9a,1,White,Female,21,1,-1,0,0,0,0,0.1939879618585109
1,15,2,0.75,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,iy1gke57,1,White,Female,53,1,-1,0,0,0,0,0.2015536427497863
1,15,2,0.5,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,8uyswhqo,1,Mixed,Male,19,1,-1,0,0,0,0,0.3760218247771263
1,15,2,0.5,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,oo8md0m8,1,Asian,Female,26,1,-1,0,0,0,0,0.1028406955301761
1,15,2,0.5,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,6mxivoii,1,White,Male,48,1,-1,0,0,0,0,0.2183143384754657
1,15,2,0.75,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,gq0nlr46,1,White,Male,59,1,-1,0,0,0,0,0.1979332603514194
1,15,2,0.5,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,ufo9sn0i,1,White,Female,61,1,-1,0,0,0,0,0.2691095620393753
1,15,2,0.75,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,ogql4mcl,1,Mixed,Female,22,1,-1,0,0,0,0,0.1847899071872234
1,15,2,1.0,0,U.S. Satisfaction Higher among Whites Than Blacks,U.S. Satisfaction Higher among Blacks Than Whites,30tkfni1,1,Black,Female,30,1,-1,0,0,0,0,0.9553462415933608
4,13,2,0.0,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,kjo8mvri,-1,Black,Female,DATA_EXPIRED,1,-1,0,0,0,0,2.0737801901996136
4,13,2,0.75,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,mh6hjfjm,-1,Mixed,Male,22,1,-1,0,0,0,0,0.3756244666874408
4,13,2,0.5,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,f6m4dv8w,-1,Asian,Male,32,1,-1,0,0,0,0,0.2597263231873512
4,13,2,0.0,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,xz47pdd9,-1,White,Male,46,1,-1,0,0,0,0,0.3941120058298111
4,13,2,1.0,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,4tg4a0az,-1,Mixed,Female,40,1,-1,0,0,0,0,0.2848948314785957
4,13,2,1.0,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,dkec1fjm,-1,Other,Female,21,1,-1,0,0,0,0,1.0581489130854609
4,13,2,1.0,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,c2csyr58,-1,White,Male,33,1,-1,0,0,0,0,0.3002358190715313
4,13,2,0.25,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,fuljzqui,-1,Asian,Male,29,1,-1,0,0,0,0,0.6857446618378162
4,13,2,0.25,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,vic1ibjl,-1,White,Female,39,1,-1,0,0,0,0,0.2378049939870834
4,13,2,0.75,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,l1xbdvpj,-1,White,Female,36,1,-1,0,0,0,0,0.2544422559440136
4,13,2,0.0,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,xfens7rx,-1,White,Male,56,1,-1,0,0,0,0,0.5973150841891766
4,13,2,0.75,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,y9wg9cwc,-1,White,Male,55,1,-1,0,0,0,0,0.3040887601673603
4,13,2,1.0,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,owma5xwo,-1,White,Male,68,1,-1,0,0,0,0,0.340225987136364
4,13,2,0.0,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,g5yb3v7x,-1,White,Male,31,1,-1,0,0,0,0,0.4049630425870418
4,13,2,0.5,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,sjsggzzn,-1,White,Male,28,1,-1,0,0,0,0,2.6312244907021523
4,13,2,0.75,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,jfnn7hqc,-1,White,Female,61,1,-1,0,0,0,0,0.301693994551897
4,13,2,0.25,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,3h3d4u3i,-1,White,Female,57,1,-1,0,0,0,0,0.4663264453411102
4,13,2,0.75,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,2ohpv2wk,-1,White,Female,63,1,-1,0,0,0,0,0.3452730365097523
4,13,2,1.0,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,sketmpeu,-1,White,Male,30,1,-1,0,0,0,0,0.2165693081915378
4,13,2,0.0,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,as3qa8mf,-1,Asian,Female,61,1,-1,0,0,0,0,0.5419818162918091
4,13,2,0.0,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,ihtb8p9c,-1,White,Female,32,1,-1,0,0,0,0,0.3563187830150127
4,13,2,0.25,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,kddh0e8e,-1,White,Male,36,1,-1,0,0,0,0,0.2455474026501178
4,13,2,0.0,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,9mjgi3qf,-1,White,Female,45,1,-1,0,0,0,0,0.4001279100775718
4,13,2,1.0,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,aieam9e5,-1,White,Female,32,1,-1,0,0,0,0,0.6007634662091732
4,13,2,0.0,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,l568ftt9,-1,White,Female,75,1,-1,0,0,0,0,0.6293598338961601
4,13,2,0.75,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,j8yy1diw,-1,White,Male,32,1,-1,0,0,0,0,0.3574095703661442
4,13,2,1.0,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,ope82lmm,-1,White,Female,26,1,-1,0,0,0,0,0.2710704393684864
4,13,2,0.75,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,m5zsiza5,-1,Asian,Male,20,1,-1,0,0,0,0,0.4461385644972324
4,13,2,0.25,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,xrm5wcjj,-1,Other,Male,34,1,-1,0,0,0,0,2.60248451679945
4,13,2,1.0,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,mf52ezux,-1,White,Female,22,1,-1,0,0,0,0,0.5363431051373482
4,13,2,0.75,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,ri54cbpd,-1,Black,Male,48,1,-1,0,0,0,0,0.692037008702755
4,13,2,0.5,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,i84kjek8,-1,Black,Male,63,1,-1,0,0,0,0,1.0243309624493122
4,13,2,0.75,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,6sivwo5h,-1,Black,Male,21,1,-1,0,0,0,0,0.311355035752058
4,13,2,1.0,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,3e2lt8ym,-1,White,Female,23,1,-1,0,0,0,0,0.804258406162262
4,13,2,0.75,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,wj65q2pv,-1,Asian,Male,20,1,-1,0,0,0,0,0.4819576404988765
4,13,2,1.0,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,jv2okvc4,-1,Asian,Female,22,1,-1,0,0,0,0,0.2593379281461239
4,13,2,0.25,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,ffzq4v51,-1,White,Female,46,1,-1,0,0,0,0,0.337837066501379
4,13,2,0.5,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,g9crh4nf,-1,White,Male,29,1,-1,0,0,0,0,0.8377889133989811
4,13,2,0.5,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,inbcatjp,-1,White,Female,72,1,-1,0,0,0,0,0.7523480765521526
4,13,2,0.25,1,US Black Minorities Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,pdwi9hqm,-1,White,Female,23,1,-1,0,0,0,0,0.2386310696601867
2,5,2,0.5,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,5v7l6hf9,-1,White,Female,76,-1,1,0,0,0,0,0.5601471625268459
2,5,2,0.0,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,ta48ulv8,-1,White,Male,64,-1,1,0,0,0,0,0.4476220235228538
2,5,2,0.25,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,w1x6m5rg,-1,Other,Male,32,-1,1,0,0,0,0,1.3510086126625538
2,5,2,0.5,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,hdqee9qr,-1,Asian,Female,28,-1,1,0,0,0,0,0.1938724108040332
2,5,2,0.75,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,2six6uy7,-1,White,Male,40,-1,1,0,0,0,0,0.3177483454346657
2,5,2,0.25,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,xxu8br4h,-1,White,Female,40,-1,1,0,0,0,0,0.2454119697213173
2,5,2,1.0,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,eiui4onj,-1,White,Male,24,-1,1,0,0,0,0,0.1127745546400547
2,5,2,0.5,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,ceryrjy8,-1,White,Female,63,-1,1,0,0,0,0,0.793198250234127
2,5,2,0.25,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,vxiayeff,-1,Asian,Female,24,-1,1,0,0,0,0,2.3955057077109814
2,5,2,0.5,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,s9zn9rlx,-1,White,Female,24,-1,1,0,0,0,0,0.389818575233221
2,5,2,0.0,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,i20i5iis,-1,Other,Male,48,-1,1,0,0,0,0,0.3017519973218441
2,5,2,0.5,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,d8di2ja6,-1,Asian,Male,26,-1,1,0,0,0,0,0.491186574101448
2,5,2,0.5,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,2u5pjq36,-1,White,Female,20,-1,1,0,0,0,0,0.3664238639175892
2,5,2,0.75,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,fzewr2um,-1,White,Male,32,-1,1,0,0,0,0,0.4029490165412426
2,5,2,0.25,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,cs3qyg0g,-1,White,Male,38,-1,1,0,0,0,0,0.3459311351180076
2,5,2,0.25,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,cnuy8zp6,-1,White,Female,66,-1,1,0,0,0,0,0.7186970710754395
2,5,2,0.25,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,ylamhgte,-1,White,Female,34,-1,1,0,0,0,0,0.3137512616813183
2,5,2,0.25,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,qz7990a2,-1,White,Male,77,-1,1,0,0,0,0,0.5340148918330669
2,5,2,0.5,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,778y0pck,-1,White,Female,41,-1,1,0,0,0,0,0.1944719441235065
2,5,2,0.0,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,i3csinnj,-1,Asian,Male,39,-1,1,0,0,0,0,0.2637630179524421
2,5,2,0.5,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,mrzu1vqe,-1,White,Female,21,-1,1,0,0,0,0,0.3066002763807773
2,5,2,0.5,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,5a82t0vu,-1,Mixed,Female,21,-1,1,0,0,0,0,0.4686162620782852
2,5,2,0.25,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,1c4y6ufj,-1,White,Male,35,-1,1,0,0,0,0,0.4111734554171562
2,5,2,0.75,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,fno5dl6i,-1,White,Female,49,-1,1,0,0,0,0,0.1323658488690853
2,5,2,0.25,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,sakjdbum,-1,White,Female,62,-1,1,0,0,0,0,0.2866785377264023
2,5,2,0.25,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,djd4xp6u,-1,Mixed,Male,27,-1,1,0,0,0,0,0.5386214070022106
2,5,2,0.25,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,i2447pxz,-1,White,Male,44,-1,1,0,0,0,0,0.4819483198225498
2,5,2,0.25,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,y78xld3b,-1,Asian,Female,26,-1,1,0,0,0,0,0.0969010554254055
2,5,2,0.0,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,y9jysg5k,-1,White,Female,33,-1,1,0,0,0,0,0.3192339204251766
2,5,2,0.0,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,o90p8l7o,-1,White,Male,40,-1,1,0,0,0,0,0.3232736326754093
2,5,2,0.25,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,gtlnlajk,-1,White,Male,34,-1,1,0,0,0,0,0.2925402075052261
2,5,2,0.25,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,vwxnugmk,-1,Mixed,Male,20,-1,1,0,0,0,0,1.6584050431847572
2,5,2,0.5,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,wz502ma9,-1,Asian,Male,32,-1,1,0,0,0,0,0.1699397191405296
2,5,2,1.0,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,hafqa08v,-1,Other,Male,40,-1,1,0,0,0,0,0.5206867381930351
2,5,2,0.5,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,0797cf72,-1,Black,Female,27,-1,1,0,0,0,0,1.4522606767714024
2,5,2,0.0,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,89xnpeu1,-1,White,Female,31,-1,1,0,0,0,0,0.6120169945061207
2,5,2,0.25,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,3p299k9d,-1,White,Female,46,-1,1,0,0,0,0,0.259555522352457
2,5,2,0.0,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,lhz7478h,-1,Black,Male,52,-1,1,0,0,0,0,0.462235614657402
2,5,2,0.75,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,fe55sz2t,-1,White,Female,39,-1,1,0,0,0,0,0.642466776072979
2,5,2,0.0,0,US Whites Bear Disproportionate Burden from Air Pollution,US Black Minorities Bear Disproportionate Burden from Air Pollution,sdt3g0h9,-1,White,Male,22,-1,1,0,0,0,0,0.3942659310996532
1,1,1,0.25,0,"Well-being among Older Adults Is Declining, Harvard-led Study Finds","Well-being among Young Adults Is Declining, Harvard-led Study Finds",l7c61gbd,-1,White,Female,91,0,0,0,0,1,-1,0.548426978290081
1,1,1,1.0,0,"Well-being among Older Adults Is Declining, Harvard-led Study Finds","Well-being among Young Adults Is Declining, Harvard-led Study Finds",oumuuy8i,-1,White,Male,37,0,0,0,0,1,-1,0.2941314801573753
1,1,1,0.5,0,"Well-being among Older Adults Is Declining, Harvard-led Study Finds","Well-being among Young Adults Is Declining, Harvard-led Study Finds",r39qp053,-1,White,Male,21,0,0,0,0,1,-1,0.1376361735165119
1,1,1,0.75,0,"Well-being among Older Adults Is Declining, Harvard-led Study Finds","Well-being among Young Adults Is Declining, Harvard-led Study Finds",2434ja5e,-1,Mixed,Female,29,0,0,0,0,1,-1,0.4672394394874573
1,1,1,0.75,0,"Well-being among Older Adults Is Declining, Harvard-led Study Finds","Well-being among Young Adults Is Declining, Harvard-led Study Finds",of5a2tqm,-1,White,Male,36,0,0,0,0,1,-1,0.508378904312849
1,1,1,0.75,0,"Well-being among Older Adults Is Declining, Harvard-led Study Finds","Well-being among Young Adults Is Declining, Harvard-led Study Finds",htn0s3xf,-1,White,Female,53,0,0,0,0,1,-1,0.4440124444663524
